instance_name,source_name,item_name,item_quality,item_id,url
Black Temple,High Warlord Naj'entus,Guise of the Tidal Lurker,epic,32240,https://tbc.wowhead.com/item=32240
Black Temple,High Warlord Naj'entus,Halberd of Desolation,epic,32248,https://tbc.wowhead.com/item=32248
Black Temple,High Warlord Naj'entus,Helm of Soothing Currents,epic,32241,https://tbc.wowhead.com/item=32241
Black Temple,High Warlord Naj'entus,Mantle of Darkness,epic,32377,https://tbc.wowhead.com/item=32377
Black Temple,High Warlord Naj'entus,Pearl Inlaid Boots,epic,32243,https://tbc.wowhead.com/item=32243
Black Temple,High Warlord Naj'entus,Ring of Calming Waves,epic,32238,https://tbc.wowhead.com/item=32238
Black Temple,High Warlord Naj'entus,Ring of Captured Storms,epic,32247,https://tbc.wowhead.com/item=32247
Black Temple,High Warlord Naj'entus,Rising Tide,epic,32236,https://tbc.wowhead.com/item=32236
Black Temple,High Warlord Naj'entus,Slippers of the Seacaller,epic,32239,https://tbc.wowhead.com/item=32239
Black Temple,High Warlord Naj'entus,The Maelstrom's Fury,epic,32237,https://tbc.wowhead.com/item=32237
Black Temple,High Warlord Naj'entus,Tide-stomper's Greaves,epic,32245,https://tbc.wowhead.com/item=32245
Black Temple,Supremus,Band of the Abyssal Lord,epic,32261,https://tbc.wowhead.com/item=32261
Black Temple,Supremus,Bands of the Coming Storm,epic,32259,https://tbc.wowhead.com/item=32259
Black Temple,Supremus,Choker of Endless Nightmares,epic,32260,https://tbc.wowhead.com/item=32260
Black Temple,Supremus,Felstone Bulwark,epic,32255,https://tbc.wowhead.com/item=32255
Black Temple,Supremus,Idol of the White Stag,epic,32257,https://tbc.wowhead.com/item=32257
Black Temple,Supremus,Legionkiller,epic,32253,https://tbc.wowhead.com/item=32253
Black Temple,Supremus,Naturalist's Preserving Cinch,epic,32258,https://tbc.wowhead.com/item=32258
Black Temple,Supremus,Nether Shadow Tunic,epic,32252,https://tbc.wowhead.com/item=32252
Black Temple,Supremus,Pauldrons of Abyssal Fury,epic,32250,https://tbc.wowhead.com/item=32250
Black Temple,Supremus,Syphon of the Nathrezim,epic,32262,https://tbc.wowhead.com/item=32262
Black Temple,Supremus,The Brutalizer,epic,32254,https://tbc.wowhead.com/item=32254
Black Temple,Supremus,Waistwrap of Infinity,epic,32256,https://tbc.wowhead.com/item=32256
Black Temple,Supremus,Wraps of Precise Flight,epic,32251,https://tbc.wowhead.com/item=32251
Black Temple,Shade of Akama,Amice of Brilliant Light,epic,32273,https://tbc.wowhead.com/item=32273
Black Temple,Shade of Akama,Blind-Seers Icon,epic,32361,https://tbc.wowhead.com/item=32361
Black Temple,Shade of Akama,Flashfire Girdle,epic,32276,https://tbc.wowhead.com/item=32276
Black Temple,Shade of Akama,Focused Mana Bindings,epic,32270,https://tbc.wowhead.com/item=32270
Black Temple,Shade of Akama,Grips of Silent Justice,epic,32278,https://tbc.wowhead.com/item=32278
Black Temple,Shade of Akama,Kilt of Immortal Nature,epic,32271,https://tbc.wowhead.com/item=32271
Black Temple,Shade of Akama,Myrmidon's Treads,epic,32268,https://tbc.wowhead.com/item=32268
Black Temple,Shade of Akama,Praetorian's Legguards,epic,32263,https://tbc.wowhead.com/item=32263
Black Temple,Shade of Akama,Ring of Deceitful Intent,epic,32266,https://tbc.wowhead.com/item=32266
Black Temple,Shade of Akama,Shadow-walker's Cord,epic,32265,https://tbc.wowhead.com/item=32265
Black Temple,Shade of Akama,Shoulders of the Hidden Predator,epic,32264,https://tbc.wowhead.com/item=32264
Black Temple,Shade of Akama,Spiritwalker Gauntlets,epic,32275,https://tbc.wowhead.com/item=32275
Black Temple,Shade of Akama,The Seeker's Wristguards,epic,32279,https://tbc.wowhead.com/item=32279
Black Temple,Shade of Akama,Wristbands of Divine Influence,epic,32513,https://tbc.wowhead.com/item=32513
Black Temple,Teron Gorefiend,Botanist's Gloves of Growth,epic,32328,https://tbc.wowhead.com/item=32328
Black Temple,Teron Gorefiend,Cowl of Benevolence,epic,32329,https://tbc.wowhead.com/item=32329
Black Temple,Teron Gorefiend,Gauntlets of Enforcement,epic,32280,https://tbc.wowhead.com/item=32280
Black Temple,Teron Gorefiend,Girdle of Lordaeron's Fallen,epic,32512,https://tbc.wowhead.com/item=32512
Black Temple,Teron Gorefiend,Insidious Bands,epic,32324,https://tbc.wowhead.com/item=32324
Black Temple,Teron Gorefiend,Rifle of the Stoic Guardian,epic,32325,https://tbc.wowhead.com/item=32325
Black Temple,Teron Gorefiend,Robe of the Shadow Council,epic,32327,https://tbc.wowhead.com/item=32327
Black Temple,Teron Gorefiend,Shadowmoon Destroyer's Drape,epic,32323,https://tbc.wowhead.com/item=32323
Black Temple,Teron Gorefiend,Softstep Boots of Tracking,epic,32510,https://tbc.wowhead.com/item=32510
Black Temple,Teron Gorefiend,Soul Cleaver,epic,32348,https://tbc.wowhead.com/item=32348
Black Temple,Teron Gorefiend,Totem of Ancestral Guidance,epic,32330,https://tbc.wowhead.com/item=32330
Black Temple,Teron Gorefiend,Twisted Blades of Zarak,epic,32326,https://tbc.wowhead.com/item=32326
Black Temple,Gurtogg Bloodboil,Belt of Primal Majesty,epic,32339,https://tbc.wowhead.com/item=32339
Black Temple,Gurtogg Bloodboil,Blood-cursed Shoulderpads,epic,32338,https://tbc.wowhead.com/item=32338
Black Temple,Gurtogg Bloodboil,Garments of Temperance,epic,32340,https://tbc.wowhead.com/item=32340
Black Temple,Gurtogg Bloodboil,Girdle of Mighty Resolve,epic,32342,https://tbc.wowhead.com/item=32342
Black Temple,Gurtogg Bloodboil,Girdle of Stability,epic,32333,https://tbc.wowhead.com/item=32333
Black Temple,Gurtogg Bloodboil,Leggings of Divine Retribution,epic,32341,https://tbc.wowhead.com/item=32341
Black Temple,Gurtogg Bloodboil,Messenger of Fate,epic,32269,https://tbc.wowhead.com/item=32269
Black Temple,Gurtogg Bloodboil,Shadowmoon Insignia,epic,32501,https://tbc.wowhead.com/item=32501
Black Temple,Gurtogg Bloodboil,Shroud of Forgiveness,epic,32337,https://tbc.wowhead.com/item=32337
Black Temple,Gurtogg Bloodboil,Staff of Immaculate Recovery,epic,32344,https://tbc.wowhead.com/item=32344
Black Temple,Gurtogg Bloodboil,Unstoppable Aggressor's Ring,epic,32335,https://tbc.wowhead.com/item=32335
Black Temple,Gurtogg Bloodboil,Vest of Mounting Assault,epic,32334,https://tbc.wowhead.com/item=32334
Black Temple,Gurtogg Bloodboil,Wand of Prismatic Focus,epic,32343,https://tbc.wowhead.com/item=32343
Black Temple,Essence of Anger,Boneweave Girdle,epic,32346,https://tbc.wowhead.com/item=32346
Black Temple,Essence of Anger,Crown of Empowered Fate,epic,32354,https://tbc.wowhead.com/item=32354
Black Temple,Essence of Anger,Dreadboots of the Legion,epic,32345,https://tbc.wowhead.com/item=32345
Black Temple,Essence of Anger,Elunite Empowered Bracers,epic,32351,https://tbc.wowhead.com/item=32351
Black Temple,Essence of Anger,Gloves of Unfailing Faith,epic,32353,https://tbc.wowhead.com/item=32353
Black Temple,Essence of Anger,Grips of Damnation,epic,32347,https://tbc.wowhead.com/item=32347
Black Temple,Essence of Anger,Naaru-Blessed Life Rod,epic,32363,https://tbc.wowhead.com/item=32363
Black Temple,Essence of Anger,Naturewarden's Treads,epic,32352,https://tbc.wowhead.com/item=32352
Black Temple,Essence of Anger,Pendant of Titans,epic,32362,https://tbc.wowhead.com/item=32362
Black Temple,Essence of Anger,The Wavemender's Mantle,epic,32517,https://tbc.wowhead.com/item=32517
Black Temple,Essence of Anger,Torch of the Damned,epic,32332,https://tbc.wowhead.com/item=32332
Black Temple,Essence of Anger,Touch of Inspiration,epic,32350,https://tbc.wowhead.com/item=32350
Black Temple,Essence of Anger,Translucent Spellthread Necklace,epic,32349,https://tbc.wowhead.com/item=32349
Black Temple,Mother Shahraz,Blade of Savagery,epic,32369,https://tbc.wowhead.com/item=32369
Black Temple,Mother Shahraz,Heartshatter Breastplate,epic,32365,https://tbc.wowhead.com/item=32365
Black Temple,Mother Shahraz,Leggings of Devastation,epic,32367,https://tbc.wowhead.com/item=32367
Black Temple,Mother Shahraz,Nadina's Pendant of Purity,epic,32370,https://tbc.wowhead.com/item=32370
Black Temple,Mother Shahraz,Pauldrons of the Forgotten Conqueror,epic,31101,https://tbc.wowhead.com/item=31101
Black Temple,Mother Shahraz,Pauldrons of the Forgotten Protector,epic,31103,https://tbc.wowhead.com/item=31103
Black Temple,Mother Shahraz,Pauldrons of the Forgotten Vanquisher,epic,31102,https://tbc.wowhead.com/item=31102
Black Temple,Mother Shahraz,Shadowmaster's Boots,epic,32366,https://tbc.wowhead.com/item=32366
Black Temple,Mother Shahraz,Tome of the Lightbringer,epic,32368,https://tbc.wowhead.com/item=32368
Black Temple,The Illidari Council,Belt of Divine Guidance,epic,32519,https://tbc.wowhead.com/item=32519
Black Temple,The Illidari Council,Cloak of the Illidari Council,epic,32331,https://tbc.wowhead.com/item=32331
Black Temple,The Illidari Council,Forest Prowler's Helm,epic,32376,https://tbc.wowhead.com/item=32376
Black Temple,The Illidari Council,Helm of the Illidari Shatterer,epic,32373,https://tbc.wowhead.com/item=32373
Black Temple,The Illidari Council,Leggings of the Forgotten Conqueror,epic,31098,https://tbc.wowhead.com/item=31098
Black Temple,The Illidari Council,Leggings of the Forgotten Protector,epic,31100,https://tbc.wowhead.com/item=31100
Black Temple,The Illidari Council,Leggings of the Forgotten Vanquisher,epic,31099,https://tbc.wowhead.com/item=31099
Black Temple,The Illidari Council,Madness of the Betrayer,epic,32505,https://tbc.wowhead.com/item=32505
Black Temple,The Illidari Council,Veil of Turning Leaves,epic,32518,https://tbc.wowhead.com/item=32518
Black Temple,Illidan Stormrage,Black Bow of the Betrayer,epic,32336,https://tbc.wowhead.com/item=32336
Black Temple,Illidan Stormrage,Bulwark of Azzinoth,epic,32375,https://tbc.wowhead.com/item=32375
Black Temple,Illidan Stormrage,Chestguard of the Forgotten Conqueror,epic,31089,https://tbc.wowhead.com/item=31089
Black Temple,Illidan Stormrage,Chestguard of the Forgotten Protector,epic,31091,https://tbc.wowhead.com/item=31091
Black Temple,Illidan Stormrage,Chestguard of the Forgotten Vanquisher,epic,31090,https://tbc.wowhead.com/item=31090
Black Temple,Illidan Stormrage,Cowl of the Illidari High Lord,epic,32525,https://tbc.wowhead.com/item=32525
Black Temple,Illidan Stormrage,Crystal Spire of Karabor,epic,32500,https://tbc.wowhead.com/item=32500
Black Temple,Illidan Stormrage,Cursed Vision of Sargeras,epic,32235,https://tbc.wowhead.com/item=32235
Black Temple,Illidan Stormrage,Faceplate of the Impenetrable,epic,32521,https://tbc.wowhead.com/item=32521
Black Temple,Illidan Stormrage,Memento of Tyrande,epic,32496,https://tbc.wowhead.com/item=32496
Black Temple,Illidan Stormrage,Shard of Azzinoth,epic,32471,https://tbc.wowhead.com/item=32471
Black Temple,Illidan Stormrage,Shroud of the Highborne,epic,32524,https://tbc.wowhead.com/item=32524
Black Temple,Illidan Stormrage,Stormrage Signet Ring,epic,32497,https://tbc.wowhead.com/item=32497
Black Temple,Illidan Stormrage,The Skull of Gul'dan,epic,32483,https://tbc.wowhead.com/item=32483
Black Temple,Illidan Stormrage,Warglaive of Azzinoth (mainhand),legendary,32837,https://tbc.wowhead.com/item=32837
Black Temple,Illidan Stormrage,Warglaive of Azzinoth (offhand),legendary,32838,https://tbc.wowhead.com/item=32838
Black Temple,Illidan Stormrage,"Zhar'doom, Greatstaff of the Devourer",epic,32374,https://tbc.wowhead.com/item=32374
Black Temple / Hyjal Summit,Trash Drop,Boots of the Divine Light,epic,32609,https://tbc.wowhead.com/item=32609
Black Temple / Hyjal Summit,Trash Drop,Chestguard of Relentless Storms,epic,32592,https://tbc.wowhead.com/item=32592
Black Temple / Hyjal Summit,Trash Drop,Choker of Serrated Blades,epic,32591,https://tbc.wowhead.com/item=32591
Hyjal Summit,Trash Drop,Claw of Molten Fury,epic,32946,https://tbc.wowhead.com/item=32946
Hyjal Summit,Trash Drop,Fist of Molten Fury,epic,32945,https://tbc.wowhead.com/item=32945
Black Temple / Hyjal Summit,Trash Drop,Hammer of Judgement,epic,34009,https://tbc.wowhead.com/item=34009
Black Temple / Hyjal Summit,Trash Drop,Hellfire-Encased Pendant,epic,32589,https://tbc.wowhead.com/item=32589
Black Temple / Hyjal Summit,Trash Drop,Nethervoid Cloak,epic,32590,https://tbc.wowhead.com/item=32590
Hyjal Summit,Trash Drop,Pepe's Shroud of Pacification,epic,34010,https://tbc.wowhead.com/item=34010
Hyjal Summit,Recipes,Design: Flashing Crimson Spinel,epic,32285,https://tbc.wowhead.com/item=32285
Hyjal Summit,Recipes,Design: Great Lionseye,epic,32296,https://tbc.wowhead.com/item=32296
Hyjal Summit,Recipes,Design: Inscribed Pyrestone,epic,32303,https://tbc.wowhead.com/item=32303
Hyjal Summit,Recipes,Design: Mystic Lionseye,epic,32295,https://tbc.wowhead.com/item=32295
Hyjal Summit,Recipes,Design: Shifting Shadowsong Amethyst,epic,32298,https://tbc.wowhead.com/item=32298
Hyjal Summit,Recipes,Design: Sovereign Shadowsong Amethyst,epic,32297,https://tbc.wowhead.com/item=32297
Hyjal Summit,Recipes,Design: Stormy Empyrean Sapphire,epic,32289,https://tbc.wowhead.com/item=32289
Hyjal Summit,Recipes,Design: Veiled Pyrestone,epic,32307,https://tbc.wowhead.com/item=32307
Hyjal Summit,Recipes,Pattern: Bindings of Lightning Reflexes,epic,32748,https://tbc.wowhead.com/item=32748
Hyjal Summit,Recipes,Pattern: Living Earth Shoulders,epic,32751,https://tbc.wowhead.com/item=32751
Hyjal Summit,Recipes,Pattern: Mantle of Nimble Thought,epic,32755,https://tbc.wowhead.com/item=32755
Hyjal Summit,Recipes,Pattern: Shoulderpads of Renewed Life,epic,32745,https://tbc.wowhead.com/item=32745
Hyjal Summit,Recipes,Pattern: Swiftheal Wraps,epic,32752,https://tbc.wowhead.com/item=32752
Hyjal Summit,Recipes,Pattern: Swiftstrike Bracers,epic,32746,https://tbc.wowhead.com/item=32746
Hyjal Summit,Recipes,Plans: Dawnsteel Shoulders,epic,32739,https://tbc.wowhead.com/item=32739
Hyjal Summit,Recipes,Plans: Fel Edged Battleaxe,epic,23631,https://tbc.wowhead.com/item=23631
Hyjal Summit,Recipes,Plans: Swiftsteel Bracers,epic,32736,https://tbc.wowhead.com/item=32736
Hyjal Summit,Rage Winterchill,Blessed Adamantite Bracers,epic,30862,https://tbc.wowhead.com/item=30862
Hyjal Summit,Rage Winterchill,Blood-stained Pauldrons,epic,30866,https://tbc.wowhead.com/item=30866
Hyjal Summit,Rage Winterchill,Bracers of Martyrdom,epic,30871,https://tbc.wowhead.com/item=30871
Hyjal Summit,Rage Winterchill,Bracers of the Pathfinder,epic,30864,https://tbc.wowhead.com/item=30864
Hyjal Summit,Rage Winterchill,Chronicle of Dark Secrets,epic,30872,https://tbc.wowhead.com/item=30872
Hyjal Summit,Rage Winterchill,Cuffs of Devastation,epic,30870,https://tbc.wowhead.com/item=30870
Hyjal Summit,Rage Winterchill,Deadly Cuffs,epic,30863,https://tbc.wowhead.com/item=30863
Hyjal Summit,Rage Winterchill,Furious Shackles,epic,30861,https://tbc.wowhead.com/item=30861
Hyjal Summit,Rage Winterchill,Howling Wind Bracers,epic,30869,https://tbc.wowhead.com/item=30869
Hyjal Summit,Rage Winterchill,Rejuvenating Bracers,epic,30868,https://tbc.wowhead.com/item=30868
Hyjal Summit,Rage Winterchill,Stillwater Boots,epic,30873,https://tbc.wowhead.com/item=30873
Hyjal Summit,Rage Winterchill,Tracker's Blade,epic,30865,https://tbc.wowhead.com/item=30865
Hyjal Summit,Anetheron,Anetheron's Noose,epic,30888,https://tbc.wowhead.com/item=30888
Hyjal Summit,Anetheron,Archbishop's Slippers,epic,30885,https://tbc.wowhead.com/item=30885
Hyjal Summit,Anetheron,Bastion of Light,epic,30882,https://tbc.wowhead.com/item=30882
Hyjal Summit,Anetheron,Blade of Infamy,epic,30881,https://tbc.wowhead.com/item=30881
Hyjal Summit,Anetheron,Don Alejandro's Money Belt,epic,30879,https://tbc.wowhead.com/item=30879
Hyjal Summit,Anetheron,Enchanted Leather Sandals,epic,30886,https://tbc.wowhead.com/item=30886
Hyjal Summit,Anetheron,Glimmering Steel Mantle,epic,30878,https://tbc.wowhead.com/item=30878
Hyjal Summit,Anetheron,Golden Links of Restoration,epic,30887,https://tbc.wowhead.com/item=30887
Hyjal Summit,Anetheron,Hatefury Mantle,epic,30884,https://tbc.wowhead.com/item=30884
Hyjal Summit,Anetheron,Pillar of Ferocity,epic,30883,https://tbc.wowhead.com/item=30883
Hyjal Summit,Anetheron,Quickstrider Moccasins,epic,30880,https://tbc.wowhead.com/item=30880
Hyjal Summit,Anetheron,The Unbreakable Will,epic,30874,https://tbc.wowhead.com/item=30874
Hyjal Summit,Kaz'rogal,Angelista's Sash,epic,30895,https://tbc.wowhead.com/item=30895
Hyjal Summit,Kaz'rogal,Beast-tamer's Shoulders,epic,30892,https://tbc.wowhead.com/item=30892
Hyjal Summit,Kaz'rogal,Belt of Seething Fury,epic,30915,https://tbc.wowhead.com/item=30915
Hyjal Summit,Kaz'rogal,Belt of the Crescent Moon,epic,30914,https://tbc.wowhead.com/item=30914
Hyjal Summit,Kaz'rogal,Black Featherlight Boots,epic,30891,https://tbc.wowhead.com/item=30891
Hyjal Summit,Kaz'rogal,Blue Suede Shoes,epic,30894,https://tbc.wowhead.com/item=30894
Hyjal Summit,Kaz'rogal,Hammer of Atonement,epic,30918,https://tbc.wowhead.com/item=30918
Hyjal Summit,Kaz'rogal,Kaz'rogal's Hardened Heart,epic,30889,https://tbc.wowhead.com/item=30889
Hyjal Summit,Kaz'rogal,Leggings of Channeled Elements,epic,30916,https://tbc.wowhead.com/item=30916
Hyjal Summit,Kaz'rogal,Razorfury Mantle,epic,30917,https://tbc.wowhead.com/item=30917
Hyjal Summit,Kaz'rogal,Sun-touched Chain Leggings,epic,30893,https://tbc.wowhead.com/item=30893
Hyjal Summit,Kaz'rogal,Valestalker Girdle,epic,30919,https://tbc.wowhead.com/item=30919
Hyjal Summit,Azgalor,Boundless Agony,epic,30901,https://tbc.wowhead.com/item=30901
Hyjal Summit,Azgalor,Bow-stitched Leggings,epic,30900,https://tbc.wowhead.com/item=30900
Hyjal Summit,Azgalor,Don Rodrigo's Poncho,epic,30899,https://tbc.wowhead.com/item=30899
Hyjal Summit,Azgalor,Girdle of Hope,epic,30897,https://tbc.wowhead.com/item=30897
Hyjal Summit,Azgalor,Glory of the Defender,epic,30896,https://tbc.wowhead.com/item=30896
Hyjal Summit,Azgalor,Gloves of the Forgotten Conqueror,epic,31092,https://tbc.wowhead.com/item=31092
Hyjal Summit,Azgalor,Gloves of the Forgotten Protector,epic,31094,https://tbc.wowhead.com/item=31094
Hyjal Summit,Azgalor,Gloves of the Forgotten Vanquisher,epic,31093,https://tbc.wowhead.com/item=31093
Hyjal Summit,Azgalor,Shady Dealer's Pantaloons,epic,30898,https://tbc.wowhead.com/item=30898
Hyjal Summit,Archimonde,Antonidas's Aegis of Rapt Concentration,epic,30909,https://tbc.wowhead.com/item=30909
Hyjal Summit,Archimonde,Apostle of Argus,epic,30908,https://tbc.wowhead.com/item=30908
Hyjal Summit,Archimonde,Bristleblitz Striker,epic,30906,https://tbc.wowhead.com/item=30906
Hyjal Summit,Archimonde,Cataclysm's Edge,epic,30902,https://tbc.wowhead.com/item=30902
Hyjal Summit,Archimonde,Helm of the Forgotten Conqueror,epic,31097,https://tbc.wowhead.com/item=31097
Hyjal Summit,Archimonde,Helm of the Forgotten Protector,epic,31095,https://tbc.wowhead.com/item=31095
Hyjal Summit,Archimonde,Helm of the Forgotten Vanquisher,epic,31096,https://tbc.wowhead.com/item=31096
Hyjal Summit,Archimonde,Leggings of Eternity,epic,30912,https://tbc.wowhead.com/item=30912
Hyjal Summit,Archimonde,Legguards of Endless Rage,epic,30903,https://tbc.wowhead.com/item=30903
Hyjal Summit,Archimonde,Mail of Fevered Pursuit,epic,30907,https://tbc.wowhead.com/item=30907
Hyjal Summit,Archimonde,Midnight Chestguard,epic,30905,https://tbc.wowhead.com/item=30905
Hyjal Summit,Archimonde,Robes of Rhonin,epic,30913,https://tbc.wowhead.com/item=30913
Hyjal Summit,Archimonde,Savior's Grasp,epic,30904,https://tbc.wowhead.com/item=30904
Hyjal Summit,Archimonde,Scepter of Purification,epic,30911,https://tbc.wowhead.com/item=30911
Hyjal Summit,Archimonde,Tempest of Chaos,epic,30910,https://tbc.wowhead.com/item=30910
Tempest Keep,Trash Drop,Bands of the Celestial Archer,epic,30026,https://tbc.wowhead.com/item=30026
Tempest Keep,Trash Drop,Bark-Gloves of Ancient Wisdom,epic,30029,https://tbc.wowhead.com/item=30029
Tempest Keep,Trash Drop,Fire-Cord of the Magus,epic,30020,https://tbc.wowhead.com/item=30020
Tempest Keep,Trash Drop,Girdle of Fallen Stars,epic,30030,https://tbc.wowhead.com/item=30030
Tempest Keep,Trash Drop,Mantle of the Elven Kings,epic,30024,https://tbc.wowhead.com/item=30024
Tempest Keep,Trash Drop,Nether Vortex,epic,30183,https://tbc.wowhead.com/item=30183
Tempest Keep,Trash Drop,Seventh Ring of the Tirisfalen,epic,30028,https://tbc.wowhead.com/item=30028
Tempest Keep,Recipes,Pattern: Belt of Blasting,epic,30280,https://tbc.wowhead.com/item=30280
Tempest Keep,Recipes,Pattern: Belt of Deep Shadow,epic,30302,https://tbc.wowhead.com/item=30302
Tempest Keep,Recipes,Pattern: Belt of Natural Power,epic,30301,https://tbc.wowhead.com/item=30301
Tempest Keep,Recipes,Pattern: Belt of the Black Eagle,epic,30303,https://tbc.wowhead.com/item=30303
Tempest Keep,Recipes,Pattern: Belt of the Long Road,epic,30281,https://tbc.wowhead.com/item=30281
Tempest Keep,Recipes,Pattern: Boots of Blasting,epic,30282,https://tbc.wowhead.com/item=30282
Tempest Keep,Recipes,Pattern: Boots of Natural Grace,epic,30305,https://tbc.wowhead.com/item=30305
Tempest Keep,Recipes,Pattern: Boots of the Crimson Hawk,epic,30307,https://tbc.wowhead.com/item=30307
Tempest Keep,Recipes,Pattern: Boots of the Long Road,epic,30283,https://tbc.wowhead.com/item=30283
Tempest Keep,Recipes,Pattern: Boots of Utter Darkness,epic,30306,https://tbc.wowhead.com/item=30306
Tempest Keep,Recipes,Pattern: Hurricane Boots,epic,30308,https://tbc.wowhead.com/item=30308
Tempest Keep,Recipes,Pattern: Monsoon Belt,epic,30304,https://tbc.wowhead.com/item=30304
Tempest Keep,Recipes,Plans: Belt of the Guardian,epic,30321,https://tbc.wowhead.com/item=30321
Tempest Keep,Recipes,Plans: Boots of the Protector,epic,30323,https://tbc.wowhead.com/item=30323
Tempest Keep,Recipes,Plans: Red Belt of Battle,epic,30322,https://tbc.wowhead.com/item=30322
Tempest Keep,Recipes,Plans: Red Havoc Boots,epic,30324,https://tbc.wowhead.com/item=30324
Tempest Keep,Al'ar,Arcanite Steam-Pistol,epic,29949,https://tbc.wowhead.com/item=29949
Tempest Keep,Al'ar,Band of Al'ar,epic,29922,https://tbc.wowhead.com/item=29922
Tempest Keep,Al'ar,Claw of the Phoenix,epic,29948,https://tbc.wowhead.com/item=29948
Tempest Keep,Al'ar,Fire Crest Breastplate,epic,29921,https://tbc.wowhead.com/item=29921
Tempest Keep,Al'ar,Gloves of the Searing Grip,epic,29947,https://tbc.wowhead.com/item=29947
Tempest Keep,Al'ar,Mindstorm Wristbands,epic,29918,https://tbc.wowhead.com/item=29918
Tempest Keep,Al'ar,Netherbane,epic,29924,https://tbc.wowhead.com/item=29924
Tempest Keep,Al'ar,Phoenix-Ring of Rebirth,epic,29920,https://tbc.wowhead.com/item=29920
Tempest Keep,Al'ar,Phoenix-Wing Cloak,epic,29925,https://tbc.wowhead.com/item=29925
Tempest Keep,Al'ar,Talisman of the Sun King,epic,29923,https://tbc.wowhead.com/item=29923
Tempest Keep,Al'ar,Talon of Al'ar,epic,30448,https://tbc.wowhead.com/item=30448
Tempest Keep,Al'ar,Talon of the Phoenix,epic,32944,https://tbc.wowhead.com/item=32944
Tempest Keep,Al'ar,Tome of Fiery Redemption,epic,30447,https://tbc.wowhead.com/item=30447
Tempest Keep,Void Reaver,Cowl of the Grand Engineer,epic,29986,https://tbc.wowhead.com/item=29986
Tempest Keep,Void Reaver,Fel Reaver's Piston,epic,30619,https://tbc.wowhead.com/item=30619
Tempest Keep,Void Reaver,Fel-Steel Warhelm,epic,29983,https://tbc.wowhead.com/item=29983
Tempest Keep,Void Reaver,Girdle of Zaetar,epic,29984,https://tbc.wowhead.com/item=29984
Tempest Keep,Void Reaver,Pauldrons of the Vanquished Champion,epic,30248,https://tbc.wowhead.com/item=30248
Tempest Keep,Void Reaver,Pauldrons of the Vanquished Defender,epic,30249,https://tbc.wowhead.com/item=30249
Tempest Keep,Void Reaver,Pauldrons of the Vanquished Hero,epic,30250,https://tbc.wowhead.com/item=30250
Tempest Keep,Void Reaver,Void Reaver Greaves,epic,29985,https://tbc.wowhead.com/item=29985
Tempest Keep,Void Reaver,Warp-Spring Coil,epic,30450,https://tbc.wowhead.com/item=30450
Tempest Keep,Void Reaver,Wristguards of Determination,epic,32515,https://tbc.wowhead.com/item=32515
Tempest Keep,High Astromancer Solarian,Boots of the Resilient,epic,32267,https://tbc.wowhead.com/item=32267
Tempest Keep,High Astromancer Solarian,Ethereum Life-Staff,epic,29981,https://tbc.wowhead.com/item=29981
Tempest Keep,High Astromancer Solarian,Girdle of the Righteous Path,epic,29965,https://tbc.wowhead.com/item=29965
Tempest Keep,High Astromancer Solarian,Greaves of the Bloodwarder,epic,29950,https://tbc.wowhead.com/item=29950
Tempest Keep,High Astromancer Solarian,Heartrazor,epic,29962,https://tbc.wowhead.com/item=29962
Tempest Keep,High Astromancer Solarian,Solarian's Sapphire,epic,30446,https://tbc.wowhead.com/item=30446
Tempest Keep,High Astromancer Solarian,Star-Soul Breeches,epic,29977,https://tbc.wowhead.com/item=29977
Tempest Keep,High Astromancer Solarian,Star-Strider Boots,epic,29951,https://tbc.wowhead.com/item=29951
Tempest Keep,High Astromancer Solarian,Trousers of the Astromancer,epic,29972,https://tbc.wowhead.com/item=29972
Tempest Keep,High Astromancer Solarian,Vambraces of Ending,epic,29966,https://tbc.wowhead.com/item=29966
Tempest Keep,High Astromancer Solarian,Void Star Talisman,epic,30449,https://tbc.wowhead.com/item=30449
Tempest Keep,High Astromancer Solarian,Wand of the Forgotten Star,epic,29982,https://tbc.wowhead.com/item=29982
Tempest Keep,High Astromancer Solarian,Worldstorm Gauntlets,epic,29976,https://tbc.wowhead.com/item=29976
Tempest Keep,Kael'thas Sunstrider,Ashes of Al'ar,epic,32458,https://tbc.wowhead.com/item=32458
Tempest Keep,Kael'thas Sunstrider,Band of the Ranger-General,epic,29997,https://tbc.wowhead.com/item=29997
Tempest Keep,Kael'thas Sunstrider,Chestguard of the Vanquished Champion,epic,30236,https://tbc.wowhead.com/item=30236
Tempest Keep,Kael'thas Sunstrider,Chestguard of the Vanquished Defender,epic,30237,https://tbc.wowhead.com/item=30237
Tempest Keep,Kael'thas Sunstrider,Chestguard of the Vanquished Hero,epic,30238,https://tbc.wowhead.com/item=30238
Tempest Keep,Kael'thas Sunstrider,Crown of the Sun,epic,29990,https://tbc.wowhead.com/item=29990
Tempest Keep,Kael'thas Sunstrider,Gauntlets of the Sun King,epic,29987,https://tbc.wowhead.com/item=29987
Tempest Keep,Kael'thas Sunstrider,Leggings of Murderous Intent,epic,29995,https://tbc.wowhead.com/item=29995
Tempest Keep,Kael'thas Sunstrider,Rod of the Sun King,epic,29996,https://tbc.wowhead.com/item=29996
